年月,來源洲,臺灣港,目的港,重量
Mar-22,未知,TWTXG,HKHKG,2009554.158
Mar-22,未知,TWTXG,HKHKG,994114.89
Mar-22,未知,TWTXG,HKHKG,21985.24
Mar-22,未知,TWTXG,HKHKG,5415114.699
Mar-22,未知,TWTXG,HKHKG,58943.92
Mar-22,未知,TWTXG,HKHKG,416338802.3
Mar-22,未知,TWTXG,HKHKG,101980.37
Mar-22,未知,TWTXG,HKHKG,147782.2
Mar-22,未知,TWTXG,HKHKG,5967829.721
Mar-22,未知,TWTXG,HKHKG,376006.206
Mar-22,未知,TWTXG,HKHKG,21170.814
Mar-22,未知,TWTXG,HKHKG,921912.634
Mar-22,未知,TWTXG,HKHKG,50820.78
Mar-22,未知,TWTXG,HKHKG,117672.6047
Mar-22,未知,TWTXG,HKHKG,2059174.2
Mar-22,未知,TWTXG,HKHKG,42094
Mar-22,未知,TWTXG,HKHKG,11186209.61
Mar-22,未知,TWTXG,HKHKG,16030437.23
Mar-22,未知,TWTXG,HKHKG,16498677.38
Mar-22,未知,TWTXG,HKHKG,1125627.68
Mar-22,未知,TWTXG,HKHKG,3965704.047
Mar-22,未知,TWTXG,HKHKG,878568.58
Mar-22,未知,TWTXG,HKHKG,218007.75
Mar-22,未知,TWTXG,HKHKG,460639.76
Mar-22,未知,TWTXG,HKHKG,15463781.51
Mar-22,未知,TWTXG,HKHKG,1218074
Mar-22,未知,TWTXG,HKHKG,1013720.79
Mar-22,未知,TWTXG,HKHKG,227795.37
Mar-22,未知,TWTXG,HKHKG,6340109.066
Mar-22,未知,TWTXG,HKHKG,522925.5
Mar-22,未知,TWTXG,HKHKG,93353.06
Mar-22,未知,TWTXG,HKHKG,1110057.74
Mar-22,未知,TWTXG,HKHKG,10176647.4
Mar-22,未知,TWTXG,HKHKG,391868.15
Mar-22,未知,TWTXG,HKHKG,36955557.5
Mar-22,未知,TWTXG,HKHKG,1461521.402
Mar-22,未知,TWTXG,HKHKG,77031922.81
Mar-22,未知,TWTXG,HKHKG,21801467.14
Mar-22,未知,TWTXG,HKHKG,57614756
Mar-22,未知,TWTXG,HKHKG,152062265.6
Mar-22,未知,TWTXG,HKHKG,33693
Mar-22,未知,TWTXG,HKHKG,3543552
Mar-22,未知,TWTXG,HKHKG,3041387.31
Mar-22,未知,TWTXG,HKHKG,230489000.4
Mar-22,未知,TWTXG,HKHKG,5284284.368
Mar-22,未知,TWTXG,HKHKG,4353811.68
Mar-22,未知,TWTXG,HKHKG,6594770.746
Mar-22,未知,TWTXG,HKHKG,109.8
Mar-22,未知,TWTXG,HKHKG,165496.4
Mar-22,未知,TWTXG,HKHKG,86
Mar-22,未知,TWTXG,HKHKG,79993.75
Mar-22,未知,TWTXG,HKHKG,16517887.5
Mar-22,未知,TWTXG,HKHKG,11591310.06
Mar-22,未知,TWTXG,HKHKG,93967.74
Mar-22,未知,TWTXG,HKHKG,23451111.17
Mar-22,未知,TWTXG,HKHKG,50.1
Mar-22,未知,TWTXG,HKHKG,570995.921
Mar-22,未知,TWTXG,HKHKG,4787968.918
Mar-22,未知,TWTXG,HKHKG,522980.5147
Mar-22,未知,TWTXG,HKHKG,163377.186
Mar-22,未知,TWTXG,HKHKG,270
Mar-22,未知,TWTXG,HKHKG,4288524.81
Mar-22,未知,TWTXG,HKHKG,404997.38
Mar-22,未知,TWTXG,HKHKG,7237.972
Mar-22,未知,TWTXG,HKHKG,2307054.486
Mar-22,未知,TWTXG,HKHKG,165234.1
Mar-22,未知,TWTXG,HKHKG,2702166.434
Mar-22,未知,TWTXG,HKHKG,2561339.942
Mar-22,未知,TWTXG,HKHKG,28519.96
Mar-22,未知,TWTXG,HKHKG,522859.7
Mar-22,未知,TWTXG,JPOSA,12546.97
Mar-22,未知,TWTXG,JPOSA,115308.65
Mar-22,未知,TWTXG,JPOSA,21329.4
Mar-22,未知,TWTXG,JPOSA,1631791.967
Mar-22,未知,TWTXG,JPOSA,14419
Mar-22,未知,TWTXG,JPOSA,43079.98
Mar-22,未知,TWTXG,JPOSA,1760000
Mar-22,未知,TWTXG,JPOSA,1713.1
Mar-22,未知,TWTXG,JPOSA,25155627.2
Mar-22,未知,TWTXG,JPOSA,97132
Mar-22,未知,TWTXG,JPOSA,29951498.1
Mar-22,未知,TWTXG,JPOSA,2830581.449
Mar-22,未知,TWTXG,JPOSA,2402109.38
Mar-22,未知,TWTXG,JPOSA,893.2
Mar-22,未知,TWTXG,JPOSA,3990
Mar-22,未知,TWTXG,JPOSA,156659.26
Mar-22,未知,TWTXG,JPOSA,275262.24
Mar-22,未知,TWTXG,JPOSA,37070461.74
Mar-22,未知,TWTXG,JPOSA,4206472
Mar-22,未知,TWTXG,JPOSA,805484.361
Mar-22,未知,TWTXG,JPOSA,47096.98
Mar-22,未知,TWTXG,JPOSA,95624.44
Mar-22,未知,TWTXG,JPOSA,37211.65
Mar-22,未知,TWTXG,JPOSA,615400.1985
Mar-22,未知,TWTXG,JPOSA,23771.7
Mar-22,未知,TWTXG,JPOSA,310145.366
Mar-22,未知,TWTXG,JPOSA,9202.66
Mar-22,未知,TWTXG,JPOSA,3181047.61
Mar-22,未知,TWTXG,JPOSA,34543.156
Mar-22,未知,TWTXG,JPOSA,22135.36
Mar-22,未知,TWTXG,JPOSA,1121979.848
Mar-22,未知,TWTXG,JPOSA,136125.28
Mar-22,未知,TWTXG,JPOSA,2819817.419
Mar-22,未知,TWTXG,JPOSA,1750
Mar-22,未知,TWTXG,JPOSA,566650.156
Mar-22,未知,TWTXG,JPOSA,1077327.618
Mar-22,未知,TWTXG,JPOSA,850151.586
Mar-22,未知,TWTXG,JPOSA,275641.171
Mar-22,未知,TWTXG,JPOSA,21711.18
Mar-22,未知,TWTXG,JPOSA,60270.323
Mar-22,未知,TWTXG,JPOSA,2696805.468
Mar-22,未知,TWTXG,JPOSA,2855745.07
Mar-22,未知,TWTXG,JPOSA,51042.48
Mar-22,未知,TWTXG,JPOSA,7912.87
Mar-22,未知,TWTXG,JPOSA,5226.4
Mar-22,未知,TWTXG,JPOSA,637027.41
Mar-22,未知,TWTXG,JPOSA,163193.628
Mar-22,未知,TWTXG,JPOSA,436325.195
Mar-22,未知,TWTXG,JPOSA,26127.15
Mar-22,未知,TWTXG,JPOSA,4967
Mar-22,未知,TWTXG,JPOSA,11115.38
Mar-22,未知,TWTXG,JPOSA,763.668
Mar-22,未知,TWTXG,JPOSA,14847503.1
Mar-22,未知,TWTXG,JPOSA,437330.08
Mar-22,未知,TWTXG,JPOSA,131978.66
Mar-22,未知,TWTXG,JPOSA,191033.2
Mar-22,未知,TWTXG,JPOSA,63732806.27
Mar-22,未知,TWTXG,JPOSA,34729.19
Mar-22,未知,TWTXG,JPOSA,35857.94
Mar-22,未知,TWTXG,JPOSA,95732156.84
Mar-22,未知,TWTXG,JPOSA,1652.25
Mar-22,未知,TWTXG,JPOSA,209823.42
Mar-22,未知,TWTXG,JPOSA,588632.2906
Mar-22,未知,TWTXG,JPOSA,6678.2989
Mar-22,未知,TWTXG,JPOSA,800
Mar-22,未知,TWTXG,JPOSA,16507751.17
Mar-22,未知,TWTXG,JPOSA,9336.53
Mar-22,未知,TWTXG,JPOSA,390595.05
Mar-22,未知,TWTXG,JPOSA,111930.3
Mar-22,未知,TWTXG,JPOSA,113254.3
Mar-22,未知,TWTXG,JPOSA,1762756.55
Mar-22,未知,TWTXG,JPOSA,1819258.2
Mar-22,未知,TWTXG,JPOSA,159778.224
Mar-22,未知,TWTXG,JPOSA,19000
Mar-22,未知,TWTXG,JPOSA,181133.8
Mar-22,未知,TWTXG,JPOSA,2959567.2
Mar-22,未知,TWTXG,JPOSA,45577695
Mar-22,未知,TWTXG,JPOSA,2663.58
Mar-22,未知,TWTXG,JPOSA,1315482.82
Mar-22,未知,TWTXG,JPOSA,7018001.584
Mar-22,未知,TWTXG,JPOSA,24661.22
Mar-22,未知,TWTXG,JPOSA,55238.08
Mar-22,未知,TWTXG,JPOSA,287999.2
Mar-22,未知,TWTXG,KRPUS,18327891.75
Mar-22,未知,TWTXG,KRPUS,675305.804
Mar-22,未知,TWTXG,KRPUS,106276.49
Mar-22,未知,TWTXG,KRPUS,42064031.66
Mar-22,未知,TWTXG,KRPUS,771057.07
Mar-22,未知,TWTXG,KRPUS,7118.8
Mar-22,未知,TWTXG,KRPUS,4429174
Mar-22,未知,TWTXG,KRPUS,43466.98
Mar-22,未知,TWTXG,KRPUS,1006927.566
Mar-22,未知,TWTXG,KRPUS,121339.44
Mar-22,未知,TWTXG,KRPUS,1871.25
Mar-22,未知,TWTXG,KRPUS,123987.968
Mar-22,未知,TWTXG,KRPUS,43
Mar-22,未知,TWTXG,KRPUS,33610.803
Mar-22,未知,TWTXG,KRPUS,600489.695
Mar-22,未知,TWTXG,KRPUS,118625.51
Mar-22,未知,TWTXG,KRPUS,121635.367
Mar-22,未知,TWTXG,KRPUS,3135610.155
Mar-22,未知,TWTXG,KRPUS,60858.64
Mar-22,未知,TWTXG,KRPUS,10683.05
Mar-22,未知,TWTXG,KRPUS,225905.55
Mar-22,未知,TWTXG,KRPUS,7014.1
Mar-22,未知,TWTXG,KRPUS,31032.86
Mar-22,未知,TWTXG,KRPUS,1459.1
Mar-22,未知,TWTXG,KRPUS,353888.18
Mar-22,未知,TWTXG,KRPUS,209.25
Mar-22,未知,TWTXG,KRPUS,755.7
Mar-22,未知,TWTXG,KRPUS,1812
Mar-22,未知,TWTXG,KRPUS,2413132.7
Mar-22,未知,TWTXG,KRPUS,43.5
Mar-22,未知,TWTXG,KRPUS,217849.2
Mar-22,未知,TWTXG,KRPUS,87838.48
Mar-22,未知,TWTXG,KRPUS,2165.637
Mar-22,未知,TWTXG,KRPUS,360823.76
Mar-22,未知,TWTXG,KRPUS,3450
Mar-22,未知,TWTXG,KRPUS,75607381.76
Mar-22,未知,TWTXG,KRPUS,226369.628
Mar-22,未知,TWTXG,KRPUS,60284440
Mar-22,未知,TWTXG,KRPUS,2112096
Mar-22,未知,TWTXG,KRPUS,9851187.781
Mar-22,未知,TWTXG,KRPUS,10529995.8
Mar-22,未知,TWTXG,KRPUS,90459.72
Mar-22,未知,TWTXG,KRPUS,1354648.796
Mar-22,未知,TWTXG,KRPUS,120
Mar-22,未知,TWTXG,KRPUS,154596.512
Mar-22,未知,TWTXG,KRPUS,40470
Mar-22,未知,TWTXG,KRPUS,593568.37
Mar-22,未知,TWTXG,KRPUS,39468.99
Mar-22,未知,TWTXG,KRPUS,36.6
Mar-22,未知,TWTXG,KRPUS,244849.548
Mar-22,未知,TWTXG,KRPUS,48928760.14
Mar-22,未知,TWTXG,KRPUS,44914.35
Mar-22,未知,TWTXG,KRPUS,4337876.258
Mar-22,未知,TWTXG,KRPUS,48052
Mar-22,未知,TWTXG,KRPUS,31863.29
Mar-22,未知,TWTXG,KRPUS,1672703.13
Mar-22,未知,TWTXG,KRPUS,31964.55
Mar-22,未知,TWTXG,KRPUS,1915355.914
Mar-22,未知,TWTXG,KRPUS,1348444.77
Mar-22,未知,TWTXG,KRPUS,2888669.717
Mar-22,未知,TWTXG,KRPUS,330744.35
Mar-22,未知,TWTXG,KRPUS,1718626.647
Mar-22,未知,TWTXG,KRPUS,507147.7
Mar-22,未知,TWTXG,KRPUS,1473800.804
Mar-22,未知,TWTXG,KRPUS,2571173.481
Mar-22,未知,TWTXG,KRPUS,546832.354
Mar-22,未知,TWTXG,KRPUS,7000
Mar-22,未知,TWTXG,KRPUS,20656.9
Mar-22,未知,TWTXG,KRPUS,2792721.601
Mar-22,未知,TWTXG,KRPUS,1867020.89
Mar-22,未知,TWTXG,KRPUS,137543.56
Mar-22,未知,TWTXG,KRPUS,21613.1889
Mar-22,未知,TWTXG,KRPUS,70009.92
Mar-22,未知,TWTXG,KRPUS,179433.18
Mar-22,未知,TWTXG,KRPUS,1133072.972
Mar-22,未知,TWTXG,KRPUS,53744.19
Mar-22,未知,TWTXG,KRPUS,9688.05
Mar-22,未知,TWTXG,KRPUS,3330417.872
Mar-22,未知,TWTXG,KRPUS,925115.4586
Mar-22,未知,TWTXG,KRPUS,3380425
Mar-22,未知,TWTXG,KRPUS,2663.58
Mar-22,未知,TWTXG,KRPUS,35690369.5
Mar-22,未知,TWTXG,KRPUS,123008419.5
Mar-22,未知,TWTXG,KRPUS,797790.39
Mar-22,未知,TWTXG,KRPUS,91580.3
Mar-22,未知,TWTXG,KRPUS,221216.816
Apr-22,未知,TWHUN,CNSHA,234
Apr-22,未知,TWHUN,CNSHA,7900015
Apr-22,未知,TWHUN,CNSHA,102
Apr-22,未知,TWHUN,CNSHA,414
Apr-22,未知,TWHUN,CNSHA,426
Apr-22,未知,TWHUN,CNSHA,192
Apr-22,未知,TWHUN,CNSHA,675
Apr-22,未知,TWHUN,CNSHA,1338
Apr-22,未知,TWHUN,CNSHA,672
Apr-22,未知,TWHUN,CNSHA,577
Apr-22,未知,TWHUN,CNSHA,21
Apr-22,未知,TWHUN,CNSHA,151500150
Apr-22,未知,TWHUN,CNSHA,1656
Apr-22,未知,TWHUN,CNSHA,198
Apr-22,未知,TWHUN,CNSHA,273
Apr-22,未知,TWHUN,CNSHA,63
Apr-22,未知,TWHUN,CNSHA,96
Apr-22,未知,TWHUN,CNSHA,18
Apr-22,未知,TWHUN,CNSHA,18
Apr-22,未知,TWHUN,CNSHA,231
Apr-22,未知,TWHUN,HKHKG,56
Apr-22,未知,TWHUN,HKHKG,272
Apr-22,未知,TWHUN,HKHKG,256
Apr-22,未知,TWHUN,HKHKG,168
Apr-22,未知,TWHUN,HKHKG,616
Apr-22,未知,TWHUN,HKHKG,728
Apr-22,未知,TWHUN,HKHKG,1482
Apr-22,未知,TWHUN,HKHKG,4416
Apr-22,未知,TWHUN,HKHKG,10690040
Apr-22,未知,TWHUN,HKHKG,1792
Apr-22,未知,TWHUN,HKHKG,121200400
Apr-22,未知,TWHUN,HKHKG,3568
Apr-22,未知,TWHUN,HKHKG,48
Apr-22,未知,TWHUN,HKHKG,512
Apr-22,未知,TWHUN,HKHKG,624
Apr-22,未知,TWHUN,HKHKG,1800
Apr-22,未知,TWHUN,HKHKG,1104
Apr-22,未知,TWHUN,HKHKG,1136
Apr-22,未知,TWHUN,HKHKG,528
Apr-22,未知,TWHUN,HKHKG,48
Apr-22,未知,TWHUN,JPOSA,142
Apr-22,未知,TWHUN,JPOSA,552
Apr-22,未知,TWHUN,JPOSA,151500050
Apr-22,未知,TWHUN,JPOSA,138
Apr-22,未知,TWHUN,JPOSA,225
Apr-22,未知,TWHUN,JPOSA,91
Apr-22,未知,TWHUN,JPOSA,6
Apr-22,未知,TWHUN,JPOSA,77
Apr-22,未知,TWHUN,JPOSA,224
Apr-22,未知,TWHUN,JPOSA,164
Apr-22,未知,TWHUN,JPOSA,2605005
Apr-22,未知,TWHUN,JPOSA,446
Apr-22,未知,TWHUN,JPOSA,34
Apr-22,未知,TWHUN,JPOSA,64
Apr-22,未知,TWHUN,JPOSA,7
Apr-22,未知,TWHUN,JPOSA,66
Apr-22,未知,TWHUN,JPOSA,78
Apr-22,未知,TWHUN,JPOSA,21
Apr-22,未知,TWHUN,JPOSA,6
Apr-22,未知,TWHUN,JPOSA,32
Apr-22,未知,TWHUN,KRPUS,249
Apr-22,未知,TWHUN,KRPUS,212100050
Apr-22,未知,TWHUN,KRPUS,77
Apr-22,未知,TWHUN,KRPUS,21
Apr-22,未知,TWHUN,KRPUS,6
Apr-22,未知,TWHUN,KRPUS,64
Apr-22,未知,TWHUN,KRPUS,225
Apr-22,未知,TWHUN,KRPUS,138
Apr-22,未知,TWHUN,KRPUS,552
Apr-22,未知,TWHUN,KRPUS,6
Apr-22,未知,TWHUN,KRPUS,66
Apr-22,未知,TWHUN,KRPUS,34
Apr-22,未知,TWHUN,KRPUS,91
Apr-22,未知,TWHUN,KRPUS,32
Apr-22,未知,TWHUN,KRPUS,446
Apr-22,未知,TWHUN,KRPUS,142
Apr-22,未知,TWHUN,KRPUS,6105005
Apr-22,未知,TWHUN,KRPUS,7
Apr-22,未知,TWHUN,KRPUS,224
Apr-22,未知,TWHUN,KRPUS,78
Apr-22,未知,TWKEL,CNSHA,4080486.888
Apr-22,未知,TWKEL,CNSHA,6332209.265
Apr-22,未知,TWKEL,CNSHA,3317384.4480999997
Apr-22,未知,TWKEL,CNSHA,11624860.155399999
Apr-22,未知,TWKEL,CNSHA,781938.71
Apr-22,未知,TWKEL,CNSHA,982448.51
Apr-22,未知,TWKEL,CNSHA,17223.85
Apr-22,未知,TWKEL,CNSHA,211670.3
Apr-22,未知,TWKEL,CNSHA,887001.03
Apr-22,未知,TWKEL,CNSHA,966569.13
Apr-22,未知,TWKEL,CNSHA,1544.36
Apr-22,未知,TWKEL,CNSHA,12444.51
Apr-22,未知,TWKEL,CNSHA,502354
Apr-22,未知,TWKEL,CNSHA,12115
Apr-22,未知,TWKEL,CNSHA,116
Apr-22,未知,TWKEL,CNSHA,315.2
Apr-22,未知,TWKEL,CNSHA,4591.54
Apr-22,未知,TWKEL,CNSHA,98776.45
Apr-22,未知,TWKEL,CNSHA,1598385.302
Apr-22,未知,TWKEL,CNSHA,45835.192
Apr-22,未知,TWKEL,CNSHA,1104566.208
Apr-22,未知,TWKEL,CNSHA,7471.958
Apr-22,未知,TWKEL,CNSHA,137218.136
Apr-22,未知,TWKEL,CNSHA,6400
Apr-22,未知,TWKEL,CNSHA,3438964.796
Apr-22,未知,TWKEL,CNSHA,1705.3
Apr-22,未知,TWKEL,CNSHA,448887.02
Apr-22,未知,TWKEL,CNSHA,137440.83
Apr-22,未知,TWKEL,CNSHA,642685.88
Apr-22,未知,TWKEL,CNSHA,25659.71
Apr-22,未知,TWKEL,CNSHA,91548.3
Apr-22,未知,TWKEL,CNSHA,16485661.38
Apr-22,未知,TWKEL,CNSHA,734.66
Apr-22,未知,TWKEL,CNSHA,24777.63
Apr-22,未知,TWKEL,CNSHA,26239.2
Apr-22,未知,TWKEL,CNSHA,3098777
Apr-22,未知,TWKEL,CNSHA,832892.5619999999
Apr-22,未知,TWKEL,CNSHA,4066129.261
Apr-22,未知,TWKEL,CNSHA,33157
Apr-22,未知,TWKEL,CNSHA,888411.24
Apr-22,未知,TWKEL,CNSHA,635726.42
Apr-22,未知,TWKEL,CNSHA,917.2
Apr-22,未知,TWKEL,CNSHA,6017.96
Apr-22,未知,TWKEL,CNSHA,1184862.1609999998
Apr-22,未知,TWKEL,CNSHA,4712350.789999999
Apr-22,未知,TWKEL,CNSHA,212232.96
Apr-22,未知,TWKEL,CNSHA,2520.4
Apr-22,未知,TWKEL,CNSHA,4834.8
Apr-22,未知,TWKEL,CNSHA,1089048.374
Apr-22,未知,TWKEL,CNSHA,1573994.53
Apr-22,未知,TWKEL,CNSHA,65280.33
Apr-22,未知,TWKEL,CNSHA,362673.467
Apr-22,未知,TWKEL,CNSHA,580000
Apr-22,未知,TWKEL,CNSHA,6755997.316
Apr-22,未知,TWKEL,CNSHA,96094275.59
Apr-22,未知,TWKEL,CNSHA,7644919.213
Apr-22,未知,TWKEL,CNSHA,199968.27
Apr-22,未知,TWKEL,CNSHA,52884.57
Apr-22,未知,TWKEL,CNSHA,19609356
Apr-22,未知,TWKEL,CNSHA,96124.87
Apr-22,未知,TWKEL,CNSHA,71116.82
Apr-22,未知,TWKEL,CNSHA,746181.695
Apr-22,未知,TWKEL,CNSHA,2791.61
Apr-22,未知,TWKEL,CNSHA,184.95
Apr-22,未知,TWKEL,CNSHA,3270379.06
Apr-22,未知,TWKEL,CNSHA,103009.432
Apr-22,未知,TWKEL,CNSHA,410.6
Apr-22,未知,TWKEL,CNSHA,144669.4
Apr-22,未知,TWKEL,CNSHA,856
Apr-22,未知,TWKEL,CNSHA,9181348.27
Apr-22,未知,TWKEL,CNSHA,1524
Apr-22,未知,TWKEL,CNSHA,30822803.997999996
Apr-22,未知,TWKEL,CNSHA,144038.92
Apr-22,未知,TWKEL,CNSHA,1414.918
Apr-22,未知,TWKEL,CNSHA,360553.011
Apr-22,未知,TWKEL,CNSHA,1754.82
Apr-22,未知,TWKEL,CNSHA,3201089.24
Apr-22,未知,TWKEL,CNSHA,1373.2
Apr-22,未知,TWKEL,CNSHA,330.6
Apr-22,未知,TWKEL,CNSHA,8983954.07
Apr-22,未知,TWKEL,CNSHA,258003.018
Apr-22,未知,TWKEL,CNSHA,6653813.54
Apr-22,未知,TWKEL,CNSHA,383638.47
Apr-22,未知,TWKEL,CNSHA,22179.56
Apr-22,未知,TWKEL,CNSHA,1175739.8103999998
Apr-22,未知,TWKEL,CNSHA,6003076.344
Apr-22,未知,TWKEL,CNSHA,775374.48
Apr-22,未知,TWKEL,CNSHA,2940073.974
Apr-22,未知,TWKEL,CNSHA,997487.6780000001
Apr-22,未知,TWKEL,CNSHA,8225840.71
Apr-22,未知,TWKEL,CNSHA,946511.28
Apr-22,未知,TWKEL,HKHKG,6354
Apr-22,未知,TWKEL,HKHKG,2777573.12
Apr-22,未知,TWKEL,HKHKG,269626.56
Apr-22,未知,TWKEL,HKHKG,15456937.49
Apr-22,未知,TWKEL,HKHKG,73003.77
Apr-22,未知,TWKEL,HKHKG,941836.782
Apr-22,未知,TWKEL,HKHKG,2869749.5999999996
Apr-22,未知,TWKEL,HKHKG,1870790.3939999999
Apr-22,未知,TWKEL,HKHKG,448766.352
Apr-22,未知,TWKEL,HKHKG,648715.628
Apr-22,未知,TWKEL,HKHKG,583313.417
Apr-22,未知,TWKEL,HKHKG,3616091.2
Apr-22,未知,TWKEL,HKHKG,5294175.505
Apr-22,未知,TWKEL,HKHKG,10297236.25
Apr-22,未知,TWKEL,HKHKG,1102587.568
Apr-22,未知,TWKEL,HKHKG,36.36
Apr-22,未知,TWKEL,HKHKG,39268466.39
Apr-22,未知,TWKEL,HKHKG,2220.23
Apr-22,未知,TWKEL,HKHKG,658850.64
Apr-22,未知,TWKEL,HKHKG,14332.1
Apr-22,未知,TWKEL,HKHKG,659981.59
Apr-22,未知,TWKEL,HKHKG,3580800.26
Apr-22,未知,TWKEL,HKHKG,503635
Apr-22,未知,TWKEL,HKHKG,687533.3
Apr-22,未知,TWKEL,HKHKG,8860375.73
Apr-22,未知,TWKEL,HKHKG,3987812.505
Apr-22,未知,TWKEL,HKHKG,8856.04
Apr-22,未知,TWKEL,HKHKG,2009742.66
Apr-22,未知,TWKEL,HKHKG,599570.662
Apr-22,未知,TWKEL,HKHKG,23653016.45
Apr-22,未知,TWKEL,HKHKG,8093399.14
Apr-22,未知,TWKEL,HKHKG,131799.17
Apr-22,未知,TWKEL,HKHKG,448947.426
Apr-22,未知,TWKEL,HKHKG,20091387.23
Apr-22,未知,TWKEL,HKHKG,41849.11
Apr-22,未知,TWKEL,HKHKG,23919363.23
Apr-22,未知,TWKEL,HKHKG,13842.58
Apr-22,未知,TWKEL,HKHKG,5094
Apr-22,未知,TWKEL,HKHKG,396064.81
Apr-22,未知,TWKEL,HKHKG,1165286.624
Apr-22,未知,TWKEL,HKHKG,21211397.86
Apr-22,未知,TWKEL,HKHKG,1333442.53
Apr-22,未知,TWKEL,HKHKG,77613198.59
Apr-22,未知,TWKEL,HKHKG,10232.2
Apr-22,未知,TWKEL,HKHKG,94.85
Apr-22,未知,TWKEL,HKHKG,51400.78
Apr-22,未知,TWKEL,HKHKG,11692493.944200002
Apr-22,未知,TWKEL,HKHKG,4572
Apr-22,未知,TWKEL,HKHKG,4092600.1974000004
Apr-22,未知,TWKEL,HKHKG,1691640.655
Apr-22,未知,TWKEL,HKHKG,24411.39
Apr-22,未知,TWKEL,HKHKG,123056.703
Apr-22,未知,TWKEL,HKHKG,1420241.58
Apr-22,未知,TWKEL,HKHKG,14532.96
Apr-22,未知,TWKEL,HKHKG,20247148.44
Apr-22,未知,TWKEL,HKHKG,1357297.1269999999
Apr-22,未知,TWKEL,HKHKG,17644686.97
Apr-22,未知,TWKEL,HKHKG,2072956.155
Apr-22,未知,TWKEL,HKHKG,3
Apr-22,未知,TWKEL,HKHKG,19649.85
Apr-22,未知,TWKEL,HKHKG,4173.8
Apr-22,未知,TWKEL,HKHKG,160633.06
Apr-22,未知,TWKEL,HKHKG,6821.2
Apr-22,未知,TWKEL,HKHKG,54785.95
Apr-22,未知,TWKEL,HKHKG,17303080.43
Apr-22,未知,TWKEL,HKHKG,3514694.371
Apr-22,未知,TWKEL,HKHKG,20620.92
Apr-22,未知,TWKEL,HKHKG,1608.84
Apr-22,未知,TWKEL,HKHKG,1397138.1
Apr-22,未知,TWKEL,HKHKG,27353
Apr-22,未知,TWKEL,HKHKG,5747.064
Apr-22,未知,TWKEL,HKHKG,2935181.674
Apr-22,未知,TWKEL,HKHKG,122412931.2
Apr-22,未知,TWKEL,HKHKG,157289.2
Apr-22,未知,TWKEL,HKHKG,8739785.367
Apr-22,未知,TWKEL,HKHKG,78267.17
Apr-22,未知,TWKEL,HKHKG,164168.324
Apr-22,未知,TWKEL,HKHKG,6795373.181059999
Apr-22,未知,TWKEL,HKHKG,2151811.704
Apr-22,未知,TWKEL,HKHKG,8946267
Apr-22,未知,TWKEL,HKHKG,807995.46
Apr-22,未知,TWKEL,HKHKG,16895618.86
Apr-22,未知,TWKEL,HKHKG,8502295.514
Apr-22,未知,TWKEL,HKHKG,294560.97
Apr-22,未知,TWKEL,HKHKG,1307815.54
Apr-22,未知,TWKEL,HKHKG,30525
Apr-22,未知,TWKEL,HKHKG,1785020.38
Apr-22,未知,TWKEL,HKHKG,15442.8
Apr-22,未知,TWKEL,HKHKG,2971908.875
Apr-22,未知,TWKEL,HKHKG,397107.64
Apr-22,未知,TWKEL,HKHKG,8970355.508
Apr-22,未知,TWKEL,HKHKG,132653.3
Apr-22,未知,TWKEL,JPOSA,2478284
Apr-22,未知,TWKEL,JPOSA,417552.28
Apr-22,未知,TWKEL,JPOSA,13534344.77
Apr-22,未知,TWKEL,JPOSA,2191.7
Apr-22,未知,TWKEL,JPOSA,814117.906
Apr-22,未知,TWKEL,JPOSA,34651.16
Apr-22,未知,TWKEL,JPOSA,36411.75
Apr-22,未知,TWKEL,JPOSA,39014.8
Apr-22,未知,TWKEL,JPOSA,452.7
Apr-22,未知,TWKEL,JPOSA,2412520
Apr-22,未知,TWKEL,JPOSA,1248.01
Apr-22,未知,TWKEL,JPOSA,171155.387
Apr-22,未知,TWKEL,JPOSA,391671.76
Apr-22,未知,TWKEL,JPOSA,299622.53
Apr-22,未知,TWKEL,JPOSA,3368
Apr-22,未知,TWKEL,JPOSA,58076.2
Apr-22,未知,TWKEL,JPOSA,374.22
Apr-22,未知,TWKEL,JPOSA,598549.81
Apr-22,未知,TWKEL,JPOSA,67983
Apr-22,未知,TWKEL,JPOSA,3261869.6
Apr-22,未知,TWKEL,JPOSA,1856394.784
Apr-22,未知,TWKEL,JPOSA,3909.2
Apr-22,未知,TWKEL,JPOSA,2863849.8
Apr-22,未知,TWKEL,JPOSA,2148858.71
Apr-22,未知,TWKEL,JPOSA,363976.85000000003
Apr-22,未知,TWKEL,JPOSA,6177258.535
Apr-22,未知,TWKEL,JPOSA,372657.547
Apr-22,未知,TWKEL,JPOSA,2317797.613
Apr-22,未知,TWKEL,JPOSA,1033964.21
Apr-22,未知,TWKEL,JPOSA,184.95
Apr-22,未知,TWKEL,JPOSA,68981.892
Apr-22,未知,TWKEL,JPOSA,63111.8
Apr-22,未知,TWKEL,JPOSA,5772045.294
Apr-22,未知,TWKEL,JPOSA,21187.19
Apr-22,未知,TWKEL,JPOSA,1460819.21
Apr-22,未知,TWKEL,JPOSA,484710
Apr-22,未知,TWKEL,JPOSA,442336.56
Apr-22,未知,TWKEL,JPOSA,458651.645
Apr-22,未知,TWKEL,JPOSA,2617418.245
Apr-22,未知,TWKEL,JPOSA,1307.7
