年月,來源洲,臺灣港,目的港,重量
Jan-22,未知,TWKHH,HKHKG,6348980.908
Jan-22,未知,TWKHH,HKHKG,6818553.94
Jan-22,未知,TWKHH,HKHKG,30560693.47
Jan-22,未知,TWKHH,HKHKG,31512.29
Jan-22,未知,TWKHH,HKHKG,2108.02
Jan-22,未知,TWKHH,HKHKG,19416257.42
Jan-22,未知,TWKHH,HKHKG,467230.421
Jan-22,未知,TWKHH,HKHKG,664427.56
Jan-22,未知,TWKHH,HKHKG,319061.75
Jan-22,未知,TWKHH,HKHKG,298393.015
Jan-22,未知,TWKHH,JPOSA,194508.118
Jan-22,未知,TWKHH,JPOSA,110
Jan-22,未知,TWKHH,JPOSA,492.26
Jan-22,未知,TWKHH,JPOSA,59487.58
Jan-22,未知,TWKHH,JPOSA,294774.42
Jan-22,未知,TWKHH,JPOSA,599572
Jan-22,未知,TWKHH,JPOSA,82179.7
Jan-22,未知,TWKHH,JPOSA,82180.242
Jan-22,未知,TWKHH,JPOSA,139029.78
Jan-22,未知,TWKHH,JPOSA,955766.729
Jan-22,未知,TWKHH,JPOSA,2138158.3
Jan-22,未知,TWKHH,JPOSA,4930383
Jan-22,未知,TWKHH,JPOSA,360.4
Jan-22,未知,TWKHH,JPOSA,224309
Jan-22,未知,TWKHH,JPOSA,25487664.18
Jan-22,未知,TWKHH,JPOSA,122432.26
Jan-22,未知,TWKHH,JPOSA,13.76
Jan-22,未知,TWKHH,JPOSA,660097
Jan-22,未知,TWKHH,JPOSA,448840.8
Jan-22,未知,TWKHH,JPOSA,6000
Jan-22,未知,TWKHH,JPOSA,83782
Jan-22,未知,TWKHH,JPOSA,1679466.56
Jan-22,未知,TWKHH,JPOSA,22678.92
Jan-22,未知,TWKHH,JPOSA,3764228.928
Jan-22,未知,TWKHH,JPOSA,444909
Jan-22,未知,TWKHH,JPOSA,897
Jan-22,未知,TWKHH,JPOSA,433715.92
Jan-22,未知,TWKHH,JPOSA,389000
Jan-22,未知,TWKHH,JPOSA,58152.7
Jan-22,未知,TWKHH,JPOSA,9164.13
Jan-22,未知,TWKHH,JPOSA,895.64
Jan-22,未知,TWKHH,JPOSA,3198.23
Jan-22,未知,TWKHH,JPOSA,39738
Jan-22,未知,TWKHH,JPOSA,1330383.134
Jan-22,未知,TWKHH,JPOSA,1226409.31
Jan-22,未知,TWKHH,JPOSA,73223
Jan-22,未知,TWKHH,JPOSA,66518819.63
Jan-22,未知,TWKHH,JPOSA,816541.062
Jan-22,未知,TWKHH,JPOSA,2543.34
Jan-22,未知,TWKHH,JPOSA,207162.51
Jan-22,未知,TWKHH,JPOSA,5329119.82
Jan-22,未知,TWKHH,JPOSA,720
Jan-22,未知,TWKHH,JPOSA,71595792.36
Jan-22,未知,TWKHH,JPOSA,1980664.454
Jan-22,未知,TWKHH,JPOSA,943529.05
Jan-22,未知,TWKHH,JPOSA,225505.551
Jan-22,未知,TWKHH,JPOSA,32547966.28
Jan-22,未知,TWKHH,JPOSA,298804.04
Jan-22,未知,TWKHH,JPOSA,404859.89
Jan-22,未知,TWKHH,JPOSA,2202181.833
Jan-22,未知,TWKHH,JPOSA,54934.66
Jan-22,未知,TWKHH,JPOSA,4642487.252
Jan-22,未知,TWKHH,JPOSA,650100.6
Jan-22,未知,TWKHH,JPOSA,8597.226
Jan-22,未知,TWKHH,JPOSA,342929.1
Jan-22,未知,TWKHH,JPOSA,383325
Jan-22,未知,TWKHH,JPOSA,1039794.18
Jan-22,未知,TWKHH,JPOSA,44204
Jan-22,未知,TWKHH,JPOSA,3681.46
Jan-22,未知,TWKHH,JPOSA,144.21
Jan-22,未知,TWKHH,JPOSA,368631.49
Jan-22,未知,TWKHH,JPOSA,22856
Jan-22,未知,TWKHH,JPOSA,118173.34
Jan-22,未知,TWKHH,JPOSA,1065020.174
Jan-22,未知,TWKHH,JPOSA,260000
Jan-22,未知,TWKHH,JPOSA,1856993.385
Jan-22,未知,TWKHH,JPOSA,1153155.45
Jan-22,未知,TWKHH,JPOSA,2175568.46
Jan-22,未知,TWKHH,JPOSA,118933.36
Jan-22,未知,TWKHH,JPOSA,2101.69
Jan-22,未知,TWKHH,JPOSA,799014008.1
Jan-22,未知,TWKHH,JPOSA,539714
Jan-22,未知,TWKHH,JPOSA,109193917.1
Jan-22,未知,TWKHH,JPOSA,13339.76
Jan-22,未知,TWKHH,JPOSA,27104.34
Jan-22,未知,TWKHH,JPOSA,367369.52
Jan-22,未知,TWKHH,JPOSA,25130455.75
Jan-22,未知,TWKHH,JPOSA,88712.95
Jan-22,未知,TWKHH,JPOSA,619.5
Jan-22,未知,TWKHH,JPOSA,209046.26
Jan-22,未知,TWKHH,JPOSA,8834
Jan-22,未知,TWKHH,JPOSA,1687550
Jan-22,未知,TWKHH,JPOSA,800
Jan-22,未知,TWKHH,JPOSA,40200
Jan-22,未知,TWKHH,JPOSA,6093836.34
Jan-22,未知,TWKHH,JPOSA,28775.4582
Jan-22,未知,TWKHH,JPOSA,94720.336
Jan-22,未知,TWKHH,JPOSA,421647.9
Jan-22,未知,TWKHH,KRPUS,2653364.83
Jan-22,未知,TWKHH,KRPUS,5645490.874
Jan-22,未知,TWKHH,KRPUS,1044272.235
Jan-22,未知,TWKHH,KRPUS,251498
Jan-22,未知,TWKHH,KRPUS,804890.7
Jan-22,未知,TWKHH,KRPUS,250
Jan-22,未知,TWKHH,KRPUS,259100.23
Jan-22,未知,TWKHH,KRPUS,78337.7
Jan-22,未知,TWKHH,KRPUS,277219.55
Jan-22,未知,TWKHH,KRPUS,903708
Jan-22,未知,TWKHH,KRPUS,1499765319
Jan-22,未知,TWKHH,KRPUS,501787.008
Jan-22,未知,TWKHH,KRPUS,4837.96
Jan-22,未知,TWKHH,KRPUS,2698.64
Jan-22,未知,TWKHH,KRPUS,4770.89
Jan-22,未知,TWKHH,KRPUS,6551101.091
Jan-22,未知,TWKHH,KRPUS,18980.636
Jan-22,未知,TWKHH,KRPUS,493426.4
Jan-22,未知,TWKHH,KRPUS,6510238.96
Jan-22,未知,TWKHH,KRPUS,9182779
Jan-22,未知,TWKHH,KRPUS,2545629.9
Jan-22,未知,TWKHH,KRPUS,88473.9
Jan-22,未知,TWKHH,KRPUS,417
Jan-22,未知,TWKHH,KRPUS,1193804
Jan-22,未知,TWKHH,KRPUS,172307.524
Jan-22,未知,TWKHH,KRPUS,42200
Jan-22,未知,TWKHH,KRPUS,53081.52
Jan-22,未知,TWKHH,KRPUS,184881.174
Jan-22,未知,TWKHH,KRPUS,412120788.4
Jan-22,未知,TWKHH,KRPUS,209840382
Jan-22,未知,TWKHH,KRPUS,3335110.17
Jan-22,未知,TWKHH,KRPUS,377236.32
Jan-22,未知,TWKHH,KRPUS,152000
Jan-22,未知,TWKHH,KRPUS,1147684.25
Jan-22,未知,TWKHH,KRPUS,100775
Jan-22,未知,TWKHH,KRPUS,109.39
Jan-22,未知,TWKHH,KRPUS,21460
Jan-22,未知,TWKHH,KRPUS,6220226.97
Jan-22,未知,TWKHH,KRPUS,3400.18
Jan-22,未知,TWKHH,KRPUS,160565.28
Jan-22,未知,TWKHH,KRPUS,11846954.11
Jan-22,未知,TWKHH,KRPUS,73123.8697
Jan-22,未知,TWKHH,KRPUS,134697.46
Jan-22,未知,TWKHH,KRPUS,12261.06
Jan-22,未知,TWKHH,KRPUS,697700
Jan-22,未知,TWKHH,KRPUS,1821271.88
Jan-22,未知,TWKHH,KRPUS,651584.638
Jan-22,未知,TWKHH,KRPUS,631323
Jan-22,未知,TWKHH,KRPUS,83338175.11
Jan-22,未知,TWKHH,KRPUS,115266.94
Jan-22,未知,TWKHH,KRPUS,2916.11
Jan-22,未知,TWKHH,KRPUS,14257.128
Jan-22,未知,TWKHH,KRPUS,774899.18
Jan-22,未知,TWKHH,KRPUS,17995.47
Jan-22,未知,TWKHH,KRPUS,2214769.1
Jan-22,未知,TWKHH,KRPUS,1499810.339
Jan-22,未知,TWKHH,KRPUS,75016.608
Jan-22,未知,TWKHH,KRPUS,24795.32
Jan-22,未知,TWKHH,KRPUS,17822.5
Jan-22,未知,TWKHH,KRPUS,320611.845
Jan-22,未知,TWKHH,KRPUS,167214
Jan-22,未知,TWKHH,KRPUS,168877.2
Jan-22,未知,TWKHH,KRPUS,2677380.693
Jan-22,未知,TWKHH,KRPUS,64698.86
Jan-22,未知,TWKHH,KRPUS,79800
Jan-22,未知,TWKHH,KRPUS,2005711
Jan-22,未知,TWKHH,KRPUS,420227.8
Jan-22,未知,TWKHH,KRPUS,2836383
Jan-22,未知,TWKHH,KRPUS,55184.85
Jan-22,未知,TWKHH,KRPUS,4039522.902
Jan-22,未知,TWKHH,KRPUS,53069168.05
Jan-22,未知,TWKHH,KRPUS,7835196.728
Jan-22,未知,TWKHH,KRPUS,71186.07
Jan-22,未知,TWKHH,KRPUS,12000
Jan-22,未知,TWKHH,KRPUS,2.61
Jan-22,未知,TWKHH,KRPUS,52088701.66
Jan-22,未知,TWKHH,KRPUS,2910261.76
Jan-22,未知,TWKHH,KRPUS,35473.833
Jan-22,未知,TWKHH,KRPUS,2920116.1
Jan-22,未知,TWKHH,KRPUS,459508.14
Jan-22,未知,TWKHH,KRPUS,296.92
Jan-22,未知,TWKHH,KRPUS,68705
Jan-22,未知,TWKHH,KRPUS,120647.65
Jan-22,未知,TWKHH,KRPUS,2054.6
Jan-22,未知,TWKHH,KRPUS,755912.44
Jan-22,未知,TWKHH,KRPUS,1701761.553
Jan-22,未知,TWTXG,CNSHA,7446490.094
Jan-22,未知,TWTXG,CNSHA,9127615.684
Jan-22,未知,TWTXG,CNSHA,2662629.224
Jan-22,未知,TWTXG,CNSHA,2789.32
Jan-22,未知,TWTXG,CNSHA,589219.437
Jan-22,未知,TWTXG,CNSHA,298044
Jan-22,未知,TWTXG,CNSHA,2428754.038
Jan-22,未知,TWTXG,CNSHA,367906.208
Jan-22,未知,TWTXG,CNSHA,154988566.8
Jan-22,未知,TWTXG,CNSHA,5487422.952
Jan-22,未知,TWTXG,CNSHA,1038179713
Jan-22,未知,TWTXG,CNSHA,5080533.762
Jan-22,未知,TWTXG,CNSHA,201347.884
Jan-22,未知,TWTXG,CNSHA,53044969.55
Jan-22,未知,TWTXG,CNSHA,11390
Jan-22,未知,TWTXG,CNSHA,14458.43
Jan-22,未知,TWTXG,CNSHA,110383.48
Jan-22,未知,TWTXG,CNSHA,1057859.21
Jan-22,未知,TWTXG,CNSHA,2611713.184
Jan-22,未知,TWTXG,CNSHA,134381.25
Jan-22,未知,TWTXG,CNSHA,471332.95
Jan-22,未知,TWTXG,CNSHA,3189720.364
Jan-22,未知,TWTXG,CNSHA,10569.95
Jan-22,未知,TWTXG,CNSHA,3404027.77
Jan-22,未知,TWTXG,CNSHA,494494.6
Jan-22,未知,TWTXG,CNSHA,203817.636
Jan-22,未知,TWTXG,CNSHA,11124537.63
Jan-22,未知,TWTXG,CNSHA,123072.48
Jan-22,未知,TWTXG,CNSHA,711647.73
Jan-22,未知,TWTXG,CNSHA,1044231.31
Jan-22,未知,TWTXG,CNSHA,4900
Jan-22,未知,TWTXG,CNSHA,38365174
Jan-22,未知,TWTXG,CNSHA,9870.17
Jan-22,未知,TWTXG,CNSHA,161025127.8
Jan-22,未知,TWTXG,CNSHA,308037.62
Jan-22,未知,TWTXG,CNSHA,102796.823
Jan-22,未知,TWTXG,CNSHA,1800628.611
Jan-22,未知,TWTXG,CNSHA,54698.92
Jan-22,未知,TWTXG,CNSHA,74082.382
Jan-22,未知,TWTXG,CNSHA,26091.5
Jan-22,未知,TWTXG,CNSHA,19707.5
Jan-22,未知,TWTXG,CNSHA,2403453.64
Jan-22,未知,TWTXG,CNSHA,361162431.7
Jan-22,未知,TWTXG,CNSHA,27156.03
Jan-22,未知,TWTXG,CNSHA,565756.62
Jan-22,未知,TWTXG,CNSHA,10171.95
Jan-22,未知,TWTXG,CNSHA,92520
Jan-22,未知,TWTXG,CNSHA,28956482.56
Jan-22,未知,TWTXG,CNSHA,238801.37
Jan-22,未知,TWTXG,CNSHA,1032007.413
Jan-22,未知,TWTXG,CNSHA,7402228.421
Jan-22,未知,TWTXG,CNSHA,2687646.21
Jan-22,未知,TWTXG,CNSHA,15437053.3
Jan-22,未知,TWTXG,CNSHA,4957731.2
Jan-22,未知,TWTXG,CNSHA,3823.59
Jan-22,未知,TWTXG,CNSHA,119034.469
Jan-22,未知,TWTXG,CNSHA,41801.67
Jan-22,未知,TWTXG,CNSHA,3960813.05
Jan-22,未知,TWTXG,CNSHA,7322080.964
Jan-22,未知,TWTXG,CNSHA,124254.78
Jan-22,未知,TWTXG,CNSHA,212443.332
Jan-22,未知,TWTXG,CNSHA,50061.1
Jan-22,未知,TWTXG,CNSHA,1876131.719
Jan-22,未知,TWTXG,CNSHA,65421550
Jan-22,未知,TWTXG,CNSHA,74409699.52
Jan-22,未知,TWTXG,CNSHA,12204093.41
Jan-22,未知,TWTXG,CNSHA,3677.74
Jan-22,未知,TWTXG,CNSHA,11457.258
Jan-22,未知,TWTXG,CNSHA,868
Jan-22,未知,TWTXG,CNSHA,457991.41
Jan-22,未知,TWTXG,CNSHA,397915.02
Jan-22,未知,TWTXG,CNSHA,892679.76
Jan-22,未知,TWTXG,CNSHA,5814299.06
Jan-22,未知,TWTXG,CNSHA,7171442.414
Jan-22,未知,TWTXG,CNSHA,768297.939
Jan-22,未知,TWTXG,CNSHA,1348271.911
Jan-22,未知,TWTXG,CNSHA,0.66
Jan-22,未知,TWTXG,CNSHA,2293626.048
Jan-22,未知,TWTXG,CNSHA,58626.8
Jan-22,未知,TWTXG,CNSHA,508572.59
Jan-22,未知,TWTXG,CNSHA,722478.722
Jan-22,未知,TWTXG,CNSHA,67336.53
Jan-22,未知,TWTXG,CNSHA,97498.22
Jan-22,未知,TWTXG,CNSHA,442156609
Jan-22,未知,TWTXG,CNSHA,81608.092
Jan-22,未知,TWTXG,CNSHA,15665.19
Jan-22,未知,TWTXG,CNSHA,57.44
Jan-22,未知,TWTXG,HKHKG,712000
Jan-22,未知,TWTXG,HKHKG,43624.82
Jan-22,未知,TWTXG,HKHKG,950536.612
Jan-22,未知,TWTXG,HKHKG,174168.92
Jan-22,未知,TWTXG,HKHKG,4766083.657
Jan-22,未知,TWTXG,HKHKG,895131458.3
Jan-22,未知,TWTXG,HKHKG,14521523.38
Jan-22,未知,TWTXG,HKHKG,85036591.06
Jan-22,未知,TWTXG,HKHKG,188062.46
Jan-22,未知,TWTXG,HKHKG,35404.572
Jan-22,未知,TWTXG,HKHKG,36409525
Jan-22,未知,TWTXG,HKHKG,5769.92
Jan-22,未知,TWTXG,HKHKG,19397.45
Jan-22,未知,TWTXG,HKHKG,374840.2
Jan-22,未知,TWTXG,HKHKG,374659.2
Jan-22,未知,TWTXG,HKHKG,1631838.95
Jan-22,未知,TWTXG,HKHKG,55798048.18
Jan-22,未知,TWTXG,HKHKG,202771.32
Jan-22,未知,TWTXG,HKHKG,20855.4715
Jan-22,未知,TWTXG,HKHKG,414978.25
Jan-22,未知,TWTXG,HKHKG,399214395.5
Jan-22,未知,TWTXG,HKHKG,4450
Jan-22,未知,TWTXG,HKHKG,367450.19
Jan-22,未知,TWTXG,HKHKG,805.94
Jan-22,未知,TWTXG,HKHKG,1377746.736
Jan-22,未知,TWTXG,HKHKG,2319188
Jan-22,未知,TWTXG,HKHKG,56703810
Jan-22,未知,TWTXG,HKHKG,87
Jan-22,未知,TWTXG,HKHKG,1310334.267
Jan-22,未知,TWTXG,HKHKG,144840521.1
Jan-22,未知,TWTXG,HKHKG,513197.972
Jan-22,未知,TWTXG,HKHKG,4220573.403
Jan-22,未知,TWTXG,HKHKG,1091988.172
Jan-22,未知,TWTXG,HKHKG,32249.76
Jan-22,未知,TWTXG,HKHKG,822374.656
Jan-22,未知,TWTXG,HKHKG,204497.47
Jan-22,未知,TWTXG,HKHKG,1146214.36
Jan-22,未知,TWTXG,HKHKG,6468
Jan-22,未知,TWTXG,HKHKG,14162023.84
Jan-22,未知,TWTXG,HKHKG,16736499.43
Jan-22,未知,TWTXG,HKHKG,150886.504
Jan-22,未知,TWTXG,HKHKG,4166944.53
Jan-22,未知,TWTXG,HKHKG,2937750.419
Jan-22,未知,TWTXG,HKHKG,640831.93
Jan-22,未知,TWTXG,HKHKG,5113942.607
Jan-22,未知,TWTXG,HKHKG,74808.68
Jan-22,未知,TWTXG,HKHKG,357451512
Jan-22,未知,TWTXG,HKHKG,12666272.54
Jan-22,未知,TWTXG,HKHKG,1900383.308
Jan-22,未知,TWTXG,HKHKG,60497
Jan-22,未知,TWTXG,HKHKG,747.2
Jan-22,未知,TWTXG,HKHKG,5728888.23
Jan-22,未知,TWTXG,HKHKG,667501.6
Jan-22,未知,TWTXG,HKHKG,3144286.2
Jan-22,未知,TWTXG,HKHKG,16239242.44
Jan-22,未知,TWTXG,HKHKG,493.8
Jan-22,未知,TWTXG,HKHKG,153853.4
Jan-22,未知,TWTXG,HKHKG,2409497.13
Jan-22,未知,TWTXG,HKHKG,1645442.69
Jan-22,未知,TWTXG,HKHKG,67724.7
Jan-22,未知,TWTXG,HKHKG,358421.04
Jan-22,未知,TWTXG,HKHKG,339956.36
Jan-22,未知,TWTXG,HKHKG,7838138.542
Jan-22,未知,TWTXG,HKHKG,554165.02
Jan-22,未知,TWTXG,HKHKG,976626.12
Jan-22,未知,TWTXG,HKHKG,6087800.421
Jan-22,未知,TWTXG,HKHKG,20024.44
Jan-22,未知,TWTXG,HKHKG,449151.18
Jan-22,未知,TWTXG,HKHKG,11114170.86
Jan-22,未知,TWTXG,HKHKG,4060800.041
Jan-22,未知,TWTXG,HKHKG,46478171.34
Jan-22,未知,TWTXG,HKHKG,211906751
Jan-22,未知,TWTXG,HKHKG,59786.08
Jan-22,未知,TWTXG,HKHKG,2309998.285
Jan-22,未知,TWTXG,HKHKG,16176192.85
Jan-22,未知,TWTXG,HKHKG,6906267.608
Jan-22,未知,TWTXG,HKHKG,21985498.57
Jan-22,未知,TWTXG,HKHKG,653099.76
Jan-22,未知,TWTXG,HKHKG,5153.75
Jan-22,未知,TWTXG,HKHKG,66643.337
Jan-22,未知,TWTXG,HKHKG,2.64
Jan-22,未知,TWTXG,HKHKG,4456826.772
Jan-22,未知,TWTXG,HKHKG,558133.6186
Jan-22,未知,TWTXG,HKHKG,3399811.511
Jan-22,未知,TWTXG,HKHKG,5841361.056
Jan-22,未知,TWTXG,HKHKG,18058051.8
Jan-22,未知,TWTXG,HKHKG,115503.652
Jan-22,未知,TWTXG,HKHKG,3126478.565
Jan-22,未知,TWTXG,HKHKG,1177343.614
Jan-22,未知,TWTXG,JPOSA,9936
Jan-22,未知,TWTXG,JPOSA,8266300
Jan-22,未知,TWTXG,JPOSA,404489.91
Jan-22,未知,TWTXG,JPOSA,385830.11
Jan-22,未知,TWTXG,JPOSA,521531.86
Jan-22,未知,TWTXG,JPOSA,5506.71
Jan-22,未知,TWTXG,JPOSA,1474501.3
Jan-22,未知,TWTXG,JPOSA,351740
Jan-22,未知,TWTXG,JPOSA,422000
Jan-22,未知,TWTXG,JPOSA,5143.94
Jan-22,未知,TWTXG,JPOSA,40940.67
Jan-22,未知,TWTXG,JPOSA,317910.26
Jan-22,未知,TWTXG,JPOSA,18859.46
Jan-22,未知,TWTXG,JPOSA,128541.34
Jan-22,未知,TWTXG,JPOSA,431017.69
Jan-22,未知,TWTXG,JPOSA,160223.08
Jan-22,未知,TWTXG,JPOSA,155607.46
Jan-22,未知,TWTXG,JPOSA,94958
Jan-22,未知,TWTXG,JPOSA,511012.445
Jan-22,未知,TWTXG,JPOSA,5842953.92
Jan-22,未知,TWTXG,JPOSA,163400
Jan-22,未知,TWTXG,JPOSA,79262.425
Jan-22,未知,TWTXG,JPOSA,102374.234
Jan-22,未知,TWTXG,JPOSA,150500
Jan-22,未知,TWTXG,JPOSA,390557.35
Jan-22,未知,TWTXG,JPOSA,14365.75
Jan-22,未知,TWTXG,JPOSA,85586.17
Jan-22,未知,TWTXG,JPOSA,111090.93
Jan-22,未知,TWTXG,JPOSA,1790046.8
Jan-22,未知,TWTXG,JPOSA,9532.5598
Jan-22,未知,TWTXG,JPOSA,451424.28
Jan-22,未知,TWTXG,JPOSA,36738.758
Jan-22,未知,TWTXG,JPOSA,234321941.3
Jan-22,未知,TWTXG,JPOSA,3262269.278
Jan-22,未知,TWTXG,JPOSA,162264.9
Jan-22,未知,TWTXG,JPOSA,138471878
Jan-22,未知,TWTXG,JPOSA,1989.08
Jan-22,未知,TWTXG,JPOSA,2090997.26
Jan-22,未知,TWTXG,JPOSA,71334.89
Jan-22,未知,TWTXG,JPOSA,1068186.08
Jan-22,未知,TWTXG,JPOSA,71402.46
Jan-22,未知,TWTXG,JPOSA,10455.14
Jan-22,未知,TWTXG,JPOSA,37687492.02
Jan-22,未知,TWTXG,JPOSA,611904.44
Jan-22,未知,TWTXG,JPOSA,2859147.766
Jan-22,未知,TWTXG,JPOSA,7109.51
Jan-22,未知,TWTXG,JPOSA,32320
Jan-22,未知,TWTXG,JPOSA,20106.8
Jan-22,未知,TWTXG,JPOSA,813.96
Jan-22,未知,TWTXG,JPOSA,2747050
Jan-22,未知,TWTXG,JPOSA,2307
Jan-22,未知,TWTXG,JPOSA,35437.037
Jan-22,未知,TWTXG,JPOSA,89159958.7
Jan-22,未知,TWTXG,JPOSA,614515.98
Jan-22,未知,TWTXG,JPOSA,226.6
Jan-22,未知,TWTXG,JPOSA,454748.698
Jan-22,未知,TWTXG,JPOSA,1100
Jan-22,未知,TWTXG,JPOSA,5481.27
Jan-22,未知,TWTXG,JPOSA,1782170.83
Jan-22,未知,TWTXG,JPOSA,2055043.592
Jan-22,未知,TWTXG,JPOSA,26778.78
Jan-22,未知,TWTXG,JPOSA,617632.88
Jan-22,未知,TWTXG,JPOSA,50290.9
Jan-22,未知,TWTXG,JPOSA,72476.46
Jan-22,未知,TWTXG,JPOSA,12829.6
Jan-22,未知,TWTXG,JPOSA,205281.5
Jan-22,未知,TWTXG,JPOSA,171839.36
Jan-22,未知,TWTXG,JPOSA,228435.27
Jan-22,未知,TWTXG,JPOSA,96712.39
Jan-22,未知,TWTXG,JPOSA,6744671
Jan-22,未知,TWTXG,JPOSA,6055
Jan-22,未知,TWTXG,JPOSA,1000
Jan-22,未知,TWTXG,JPOSA,1213651.969
Jan-22,未知,TWTXG,JPOSA,2784.5
Jan-22,未知,TWTXG,JPOSA,5856140.287
Jan-22,未知,TWTXG,JPOSA,1462057.213
Jan-22,未知,TWTXG,JPOSA,50
Jan-22,未知,TWTXG,JPOSA,26840618.76
Jan-22,未知,TWTXG,JPOSA,1062714.89
Jan-22,未知,TWTXG,JPOSA,9696.16
Jan-22,未知,TWTXG,JPOSA,3807.575
Jan-22,未知,TWTXG,JPOSA,30519952.34
Jan-22,未知,TWTXG,KRPUS,88425.598
Jan-22,未知,TWTXG,KRPUS,261280
Jan-22,未知,TWTXG,KRPUS,5475
Jan-22,未知,TWTXG,KRPUS,3572
Jan-22,未知,TWTXG,KRPUS,151904.14
Jan-22,未知,TWTXG,KRPUS,71675.448
Jan-22,未知,TWTXG,KRPUS,190.8
Jan-22,未知,TWTXG,KRPUS,117450.34
Jan-22,未知,TWTXG,KRPUS,108667.66
Jan-22,未知,TWTXG,KRPUS,12414189.43
Jan-22,未知,TWTXG,KRPUS,83170
Jan-22,未知,TWTXG,KRPUS,286000
Jan-22,未知,TWTXG,KRPUS,10741.18
Jan-22,未知,TWTXG,KRPUS,1839.7
Jan-22,未知,TWTXG,KRPUS,16348.52
Jan-22,未知,TWTXG,KRPUS,53841.165
Jan-22,未知,TWTXG,KRPUS,223673.13
Jan-22,未知,TWTXG,KRPUS,150
Jan-22,未知,TWTXG,KRPUS,274183.199
Jan-22,未知,TWTXG,KRPUS,115748.2
Jan-22,未知,TWTXG,KRPUS,1555465.24
Jan-22,未知,TWTXG,KRPUS,1274.53
Jan-22,未知,TWTXG,KRPUS,77163.81
Jan-22,未知,TWTXG,KRPUS,6021.62
Jan-22,未知,TWTXG,KRPUS,158909.6433
Jan-22,未知,TWTXG,KRPUS,12829.275
Jan-22,未知,TWTXG,KRPUS,7030.397
Jan-22,未知,TWTXG,KRPUS,1896069.05
Jan-22,未知,TWTXG,KRPUS,362134.697
Jan-22,未知,TWTXG,KRPUS,1975175.72
Jan-22,未知,TWTXG,KRPUS,2125806.668
Jan-22,未知,TWTXG,KRPUS,309220819
Jan-22,未知,TWTXG,KRPUS,1287289.26
Jan-22,未知,TWTXG,KRPUS,4902.61
Jan-22,未知,TWTXG,KRPUS,411730.14
Jan-22,未知,TWTXG,KRPUS,55499.24
Jan-22,未知,TWTXG,KRPUS,8546899.434
Jan-22,未知,TWTXG,KRPUS,1495192.778
Jan-22,未知,TWTXG,KRPUS,51254649.2
Jan-22,未知,TWTXG,KRPUS,55312.296
Jan-22,未知,TWTXG,KRPUS,260308.895
Jan-22,未知,TWTXG,KRPUS,90658825.29
Jan-22,未知,TWTXG,KRPUS,30782.76
Jan-22,未知,TWTXG,KRPUS,320048.808
Jan-22,未知,TWTXG,KRPUS,77764.94
Jan-22,未知,TWTXG,KRPUS,38248470
Jan-22,未知,TWTXG,KRPUS,7.5
Jan-22,未知,TWTXG,KRPUS,335578.75
Jan-22,未知,TWTXG,KRPUS,68533.8464
Jan-22,未知,TWTXG,KRPUS,773481.86
Jan-22,未知,TWTXG,KRPUS,6880
Jan-22,未知,TWTXG,KRPUS,739869.85
Jan-22,未知,TWTXG,KRPUS,4460
Jan-22,未知,TWTXG,KRPUS,770016.254
Jan-22,未知,TWTXG,KRPUS,50578847.75
Jan-22,未知,TWTXG,KRPUS,3754657
Jan-22,未知,TWTXG,KRPUS,7562.1
Jan-22,未知,TWTXG,KRPUS,103098.52
Jan-22,未知,TWTXG,KRPUS,25343.04
Jan-22,未知,TWTXG,KRPUS,193279174.1
Jan-22,未知,TWTXG,KRPUS,660322602.4
Jan-22,未知,TWTXG,KRPUS,394623.83
Jan-22,未知,TWTXG,KRPUS,7253990
Jan-22,未知,TWTXG,KRPUS,4
Jan-22,未知,TWTXG,KRPUS,3000
Jan-22,未知,TWTXG,KRPUS,137138.939
Jan-22,未知,TWTXG,KRPUS,2025141.796
Jan-22,未知,TWTXG,KRPUS,154656.972
Jan-22,未知,TWTXG,KRPUS,9619.79
Jan-22,未知,TWTXG,KRPUS,1105958.69
Jan-22,未知,TWTXG,KRPUS,61062
Jan-22,未知,TWTXG,KRPUS,650810.989
Jan-22,未知,TWTXG,KRPUS,253273.716
Jan-22,未知,TWTXG,KRPUS,2695215.903
Jan-22,未知,TWTXG,KRPUS,126541
Jan-22,未知,TWTXG,KRPUS,4229908.471
Jan-22,未知,TWTXG,KRPUS,4724.5
Jan-22,未知,TWTXG,KRPUS,350500
Jan-22,未知,TWTXG,KRPUS,83519.558
Jan-22,未知,TWTXG,KRPUS,207956.8
Jan-22,未知,TWTXG,KRPUS,505440.27
Feb-22,未知,TWHUN,CNSHA,7850000
Feb-22,未知,TWHUN,CNSHA,168
Feb-22,未知,TWHUN,HKHKG,10400000
Feb-22,未知,TWHUN,JPOSA,6320000
Feb-22,未知,TWHUN,KRPUS,5320000
Feb-22,未知,TWKEL,CNSHA,169950.2268
Feb-22,未知,TWKEL,CNSHA,9432229.845
Feb-22,未知,TWKEL,CNSHA,3705037.594
Feb-22,未知,TWKEL,CNSHA,81325.8
Feb-22,未知,TWKEL,CNSHA,599116.1044
Feb-22,未知,TWKEL,CNSHA,135608.38
Feb-22,未知,TWKEL,CNSHA,583550.1224
Feb-22,未知,TWKEL,CNSHA,48767467.72
Feb-22,未知,TWKEL,CNSHA,917.1
Feb-22,未知,TWKEL,CNSHA,3323462.101
